user_id,page,session_duration,traffic_source,bounce,entry_page,exit_page
235,Blog,568,Direct,0,Blog,Blog
236,Blog,430,Social,1,Blog,Checkout
237,Products,295,Direct,0,Products,Home
238,Home,203,Direct,0,Contact,Home
239,Contact,36,Referral,1,Contact,Blog
240,Products,415,Direct,1,Products,Checkout
241,Blog,536,Organic,0,Blog,Home
242,Products,59,Social,1,Home,Products
243,Blog,237,Social,0,Checkout,Home
244,Products,193,Organic,1,Home,Blog
245,Checkout,199,Social,1,Blog,Home
246,Contact,269,Organic,0,Contact,Blog
247,Checkout,39,Referral,1,Home,Checkout
248,Home,247,Organic,0,Blog,Products
249,Blog,97,Direct,1,Contact,Contact
250,Blog,57,Direct,1,Blog,Home
251,Contact,101,Organic,1,Home,Products
252,Checkout,587,Direct,0,Contact,Contact
253,Checkout,579,Social,1,Blog,Home
254,Products,274,Organic,1,Products,Products
255,Home,530,Organic,0,Products,Blog
256,Contact,532,Social,0,Products,Checkout
257,Blog,496,Social,0,Products,Home
258,Home,254,Social,0,Products,Contact
259,Blog,116,Social,1,Blog,Checkout
260,Blog,253,Organic,0,Products,Products
261,Blog,204,Organic,0,Contact,Contact
262,Products,67,Organic,0,Home,Home
263,Products,63,Referral,0,Blog,Home
264,Checkout,85,Organic,1,Products,Products
265,Checkout,371,Social,0,Blog,Contact
266,Checkout,215,Referral,1,Contact,Home
267,Blog,163,Social,0,Blog,Contact
268,Home,410,Direct,1,Checkout,Home
269,Products,118,Referral,0,Checkout,Checkout
270,Checkout,458,Social,0,Home,Contact
271,Contact,297,Direct,1,Checkout,Contact
272,Blog,95,Social,0,Home,Contact
273,Products,319,Social,1,Checkout,Home
274,Home,434,Social,0,Home,Home
275,Home,136,Organic,1,Products,Home
276,Products,67,Social,0,Checkout,Blog
277,Contact,263,Direct,1,Home,Blog
278,Products,118,Organic,0,Checkout,Checkout
279,Checkout,159,Organic,0,Blog,Contact
280,Products,591,Social,1,Checkout,Home
281,Products,123,Direct,0,Home,Home
282,Products,159,Organic,0,Checkout,Products
283,Checkout,164,Referral,1,Contact,Products
284,Blog,509,Organic,1,Contact,Checkout
285,Contact,160,Direct,0,Contact,Blog
286,Checkout,137,Social,0,Home,Products
287,Products,101,Direct,1,Contact,Home
288,Checkout,94,Referral,1,Contact,Home
289,Checkout,145,Organic,0,Home,Blog
290,Products,513,Social,0,Contact,Blog
291,Blog,561,Organic,1,Contact,Checkout
292,Contact,41,Referral,1,Contact,Blog
293,Contact,444,Referral,0,Home,Home
294,Blog,555,Social,1,Contact,Checkout
295,Home,478,Direct,1,Contact,Products
296,Blog,357,Social,1,Home,Products
297,Checkout,364,Organic,1,Checkout,Checkout
298,Products,214,Social,0,Contact,Home
299,Home,443,Referral,1,Checkout,Products
300,Products,43,Organic,1,Blog,Home
301,Blog,391,Referral,1,Checkout,Checkout
302,Products,415,Organic,0,Blog,Products
303,Blog,378,Organic,0,Products,Blog
304,Products,331,Social,1,Home,Blog
305,Contact,232,Social,1,Home,Contact
306,Blog,371,Organic,1,Checkout,Products
307,Checkout,358,Organic,0,Products,Blog
308,Blog,579,Social,1,Home,Home
309,Contact,593,Social,0,Checkout,Contact
310,Blog,519,Organic,0,Blog,Home
311,Home,229,Referral,0,Checkout,Products
312,Checkout,465,Organic,0,Checkout,Contact
313,Contact,481,Organic,1,Blog,Products
314,Home,473,Direct,0,Home,Blog
315,Home,402,Social,0,Blog,Products
316,Blog,40,Social,1,Checkout,Home
317,Blog,486,Referral,1,Contact,Contact
318,Blog,444,Referral,1,Checkout,Blog
319,Contact,449,Direct,0,Products,Products
320,Checkout,540,Organic,0,Checkout,Blog
321,Blog,565,Direct,0,Contact,Contact
322,Blog,583,Referral,1,Contact,Home
323,Products,147,Direct,1,Blog,Products
324,Checkout,312,Organic,1,Contact,Checkout
325,Home,496,Social,0,Products,Products
326,Contact,248,Referral,1,Contact,Products
327,Home,165,Organic,1,Checkout,Products
328,Home,134,Social,1,Checkout,Contact
329,Checkout,342,Direct,1,Checkout,Products
330,Contact,307,Referral,0,Blog,Checkout
331,Products,197,Social,1,Blog,Blog
332,Home,434,Referral,0,Contact,Blog
333,Home,83,Referral,0,Products,Blog
334,Products,464,Social,0,Products,Products
335,Checkout,28,Social,1,Checkout,Blog
336,Contact,202,Referral,1,Blog,Blog
337,Checkout,225,Social,1,Contact,Blog
338,Blog,185,Social,1,Contact,Blog
339,Contact,44,Direct,1,Checkout,Contact
340,Blog,229,Social,1,Blog,Checkout
341,Contact,309,Direct,1,Products,Contact
342,Checkout,298,Organic,1,Home,Checkout
343,Contact,502,Direct,0,Checkout,Contact
344,Home,396,Referral,1,Home,Contact
345,Home,259,Organic,1,Blog,Home
346,Home,304,Social,1,Contact,Home
347,Home,266,Referral,1,Blog,Contact
348,Blog,587,Organic,1,Contact,Products
349,Blog,414,Organic,0,Products,Blog
350,Home,224,Social,0,Contact,Products
351,Checkout,98,Organic,1,Blog,Blog
352,Products,262,Social,1,Home,Home
353,Home,294,Organic,1,Checkout,Checkout
354,Products,546,Organic,1,Products,Products
355,Contact,273,Organic,1,Home,Blog
356,Blog,402,Direct,0,Products,Checkout
357,Blog,184,Social,0,Contact,Products
358,Home,501,Direct,1,Blog,Contact
359,Checkout,487,Organic,0,Contact,Products
360,Contact,268,Referral,0,Checkout,Checkout
361,Checkout,461,Social,0,Contact,Home
362,Products,146,Organic,0,Home,Blog
363,Checkout,353,Organic,1,Products,Checkout
364,Products,265,Direct,0,Products,Products
365,Contact,216,Organic,0,Products,Products
366,Products,44,Organic,0,Products,Blog
367,Home,172,Direct,0,Home,Products
368,Products,263,Direct,0,Products,Home
369,Products,370,Direct,0,Home,Checkout
370,Blog,337,Direct,0,Home,Products
371,Products,216,Organic,1,Checkout,Checkout
372,Contact,54,Social,1,Checkout,Blog
373,Home,64,Referral,1,Home,Blog
374,Products,169,Direct,0,Home,Contact
375,Products,300,Organic,1,Contact,Products
376,Contact,394,Organic,1,Home,Home
377,Home,432,Social,1,Checkout,Blog
378,Blog,206,Social,0,Home,Products
379,Home,28,Direct,1,Blog,Checkout
380,Checkout,463,Organic,0,Products,Checkout
381,Checkout,78,Organic,1,Checkout,Checkout
382,Checkout,199,Direct,1,Products,Home
383,Products,228,Referral,1,Contact,Blog
384,Home,520,Social,1,Contact,Contact
385,Home,496,Direct,0,Products,Blog
386,Checkout,315,Direct,0,Home,Checkout
387,Blog,405,Social,1,Contact,Products
388,Contact,488,Referral,1,Products,Products
389,Contact,226,Referral,1,Checkout,Contact
390,Checkout,557,Referral,1,Contact,Products
391,Blog,206,Direct,0,Products,Home
392,Home,217,Organic,0,Checkout,Blog
393,Contact,195,Organic,1,Contact,Checkout
394,Contact,545,Direct,1,Checkout,Checkout
395,Blog,105,Organic,0,Checkout,Products
396,Blog,465,Referral,1,Blog,Home
397,Blog,48,Direct,0,Contact,Checkout
398,Blog,551,Direct,0,Blog,Products
399,Contact,58,Direct,0,Checkout,Checkout
400,Home,578,Social,0,Products,Products
401,Checkout,19,Organic,1,Products,Home
402,Home,370,Social,1,Products,Blog
403,Checkout,114,Referral,0,Checkout,Blog
404,Products,145,Organic,0,Checkout,Home
405,Home,411,Social,1,Products,Home
406,Blog,589,Organic,0,Products,Contact
407,Checkout,21,Organic,0,Home,Checkout
408,Products,28,Social,1,Checkout,Contact
409,Contact,510,Direct,0,Products,Blog
410,Products,384,Organic,1,Checkout,Contact
411,Home,434,Social,0,Blog,Contact
412,Blog,212,Organic,0,Products,Checkout
413,Products,124,Direct,1,Products,Home
414,Products,246,Organic,1,Products,Blog
415,Blog,78,Organic,1,Contact,Home
416,Checkout,435,Organic,1,Contact,Products
417,Products,343,Direct,0,Contact,Home
418,Blog,483,Organic,1,Home,Products
419,Products,210,Direct,0,Products,Checkout
420,Products,469,Social,1,Checkout,Checkout
421,Contact,10,Direct,0,Products,Home
422,Home,582,Social,0,Contact,Blog
423,Products,54,Direct,0,Home,Products
424,Contact,312,Direct,1,Products,Home
425,Products,369,Organic,0,Blog,Blog
426,Blog,200,Social,1,Home,Products
427,Home,21,Organic,1,Home,Products
428,Contact,141,Social,1,Checkout,Contact
429,Blog,452,Organic,0,Contact,Checkout
430,Checkout,472,Organic,0,Products,Contact
431,Products,561,Organic,1,Home,Blog
432,Checkout,387,Referral,0,Blog,Home
433,Checkout,84,Organic,1,Contact,Checkout
434,Products,492,Referral,0,Checkout,Home
435,Products,59,Referral,1,Products,Contact
436,Blog,69,Referral,0,Checkout,Home
437,Contact,525,Organic,0,Contact,Home
438,Checkout,533,Organic,1,Checkout,Checkout
439,Checkout,71,Direct,1,Products,Contact
440,Products,315,Referral,1,Home,Contact
441,Products,357,Organic,0,Home,Home
442,Contact,569,Direct,1,Home,Blog
443,Products,341,Social,1,Checkout,Contact
444,Products,540,Social,1,Home,Contact
445,Checkout,105,Social,0,Products,Home
446,Products,34,Referral,0,Contact,Blog
447,Contact,88,Social,0,Home,Contact
448,Blog,81,Organic,1,Contact,Products
449,Blog,231,Direct,1,Home,Contact
450,Contact,87,Direct,1,Checkout,Contact
451,Checkout,532,Direct,0,Contact,Blog
452,Contact,229,Organic,1,Home,Home
453,Blog,594,Social,1,Products,Checkout
454,Checkout,80,Social,1,Home,Blog
455,Blog,259,Organic,1,Products,Contact
456,Products,540,Referral,0,Contact,Blog
457,Contact,498,Direct,0,Contact,Contact
458,Home,384,Social,1,Contact,Checkout
459,Blog,542,Organic,0,Blog,Checkout
460,Blog,532,Social,1,Blog,Home
461,Contact,155,Organic,1,Home,Home
462,Products,367,Social,0,Contact,Checkout
463,Products,392,Social,1,Contact,Contact
464,Home,448,Organic,0,Checkout,Blog
465,Checkout,529,Organic,0,Checkout,Products
466,Blog,221,Direct,0,Products,Blog
467,Home,335,Organic,1,Products,Home
468,Products,66,Organic,0,Contact,Checkout
469,Checkout,445,Social,1,Products,Blog
470,Contact,352,Social,0,Blog,Checkout
471,Products,17,Referral,1,Checkout,Contact
472,Products,36,Organic,1,Home,Home
473,Blog,591,Direct,1,Home,Contact
474,Products,419,Organic,0,Home,Products
475,Contact,162,Direct,1,Contact,Blog
476,Checkout,563,Organic,1,Home,Blog
477,Home,130,Organic,1,Products,Checkout
478,Checkout,376,Social,1,Checkout,Home
479,Blog,33,Social,1,Checkout,Checkout
480,Contact,552,Referral,1,Home,Blog
481,Blog,555,Direct,0,Home,Checkout
482,Products,283,Organic,0,Home,Checkout
483,Home,157,Direct,1,Home,Home
484,Home,545,Organic,0,Blog,Products
485,Contact,124,Organic,1,Contact,Blog
486,Contact,334,Social,0,Contact,Contact
487,Home,184,Referral,0,Contact,Products
488,Home,478,Organic,0,Blog,Home
489,Products,55,Referral,1,Checkout,Home
490,Home,254,Referral,1,Checkout,Checkout
491,Contact,163,Social,0,Contact,Checkout
492,Blog,512,Referral,0,Contact,Products
493,Contact,136,Referral,0,Blog,Home
494,Products,384,Direct,0,Products,Blog
495,Checkout,455,Referral,1,Blog,Checkout
496,Products,58,Organic,1,Home,Blog
497,Checkout,569,Organic,0,Blog,Home
498,Products,487,Organic,1,Products,Products
499,Products,598,Referral,0,Contact,Products
500,Blog,411,Referral,0,Products,Contact
501,Home,309,Referral,1,Contact,Contact
502,Products,213,Social,1,Checkout,Home
503,Home,181,Social,1,Products,Home
504,Contact,101,Organic,1,Products,Products
505,Contact,566,Referral,1,Blog,Checkout
506,Contact,464,Organic,1,Home,Blog
507,Checkout,60,Referral,0,Products,Checkout
508,Blog,33,Referral,0,Home,Blog
509,Home,569,Social,1,Home,Home
510,Contact,490,Social,0,Products,Products
511,Blog,447,Referral,1,Home,Home
512,Products,537,Social,1,Products,Products
513,Checkout,283,Social,1,Blog,Contact
514,Checkout,471,Organic,1,Checkout,Products
515,Products,518,Referral,1,Contact,Home
516,Checkout,42,Social,1,Checkout,Blog
517,Blog,24,Social,1,Blog,Checkout
518,Home,371,Referral,1,Home,Blog
519,Checkout,127,Direct,0,Products,Products
520,Checkout,285,Direct,0,Contact,Contact
521,Products,67,Direct,1,Contact,Contact
522,Home,475,Referral,1,Home,Products
523,Home,482,Direct,0,Blog,Checkout
524,Checkout,361,Organic,0,Checkout,Blog
525,Checkout,585,Direct,1,Home,Blog
526,Contact,32,Direct,1,Products,Products
527,Contact,346,Direct,1,Checkout,Home
528,Home,447,Social,0,Products,Home
529,Products,34,Organic,0,Contact,Products
530,Products,333,Referral,1,Home,Contact
531,Home,271,Referral,0,Checkout,Blog
532,Home,348,Organic,1,Home,Checkout
533,Products,73,Social,0,Products,Contact
534,Blog,320,Direct,0,Home,Contact
535,Blog,209,Referral,0,Products,Blog
536,Products,294,Social,1,Contact,Contact
537,Checkout,599,Social,1,Checkout,Blog
538,Blog,593,Social,1,Home,Blog
539,Checkout,395,Direct,0,Home,Products
540,Products,519,Organic,1,Home,Contact
541,Checkout,362,Direct,1,Products,Products
542,Home,81,Referral,0,Blog,Home
543,Checkout,489,Direct,0,Home,Home
544,Checkout,581,Social,1,Products,Blog
545,Products,488,Direct,0,Blog,Checkout
546,Blog,268,Direct,1,Products,Home
547,Blog,418,Referral,0,Home,Home
548,Contact,70,Referral,0,Products,Blog
549,Checkout,189,Social,0,Products,Home
550,Products,251,Social,0,Contact,Home
551,Contact,227,Social,1,Home,Products
552,Home,71,Direct,1,Checkout,Blog
553,Checkout,441,Referral,1,Products,Checkout
554,Products,185,Referral,0,Products,Contact
555,Blog,305,Organic,0,Products,Checkout
556,Blog,247,Organic,0,Checkout,Products
557,Contact,207,Organic,1,Products,Contact
558,Checkout,68,Organic,0,Contact,Checkout
559,Contact,298,Direct,0,Products,Blog
560,Checkout,34,Referral,0,Products,Home
561,Products,488,Referral,0,Blog,Blog
562,Products,203,Organic,1,Contact,Products
563,Products,194,Social,0,Checkout,Products
564,Contact,507,Referral,1,Products,Checkout
565,Products,347,Social,1,Products,Products
566,Blog,293,Social,0,Checkout,Checkout
567,Blog,158,Direct,0,Checkout,Contact
568,Checkout,196,Direct,1,Contact,Blog
569,Checkout,482,Social,1,Home,Products
570,Contact,286,Direct,0,Products,Home
571,Contact,37,Referral,0,Checkout,Home
572,Home,173,Referral,0,Blog,Blog
573,Products,555,Referral,1,Products,Blog
574,Checkout,45,Social,1,Contact,Contact
575,Contact,99,Organic,0,Home,Checkout
576,Contact,426,Direct,0,Contact,Contact
577,Home,340,Referral,1,Checkout,Blog
578,Home,124,Direct,1,Checkout,Checkout
579,Blog,419,Social,0,Contact,Products
580,Contact,539,Organic,0,Blog,Contact
581,Home,175,Direct,1,Contact,Checkout
582,Checkout,57,Direct,1,Contact,Checkout
583,Blog,535,Referral,0,Home,Products
584,Contact,541,Social,1,Products,Contact
585,Checkout,68,Direct,0,Contact,Contact
586,Products,235,Social,1,Products,Products
587,Checkout,481,Referral,0,Checkout,Home
588,Blog,252,Social,1,Products,Checkout
589,Home,530,Referral,1,Checkout,Home
590,Checkout,148,Direct,1,Blog,Home
591,Home,107,Direct,1,Products,Checkout
592,Contact,321,Social,0,Contact,Home
593,Blog,488,Social,0,Products,Home
594,Contact,227,Referral,0,Contact,Blog
595,Products,452,Referral,1,Products,Blog
596,Blog,279,Organic,1,Blog,Checkout
597,Contact,123,Referral,1,Home,Blog
598,Blog,255,Social,1,Contact,Products
599,Blog,372,Organic,1,Home,Blog
600,Blog,585,Social,0,Contact,Contact
601,Blog,530,Organic,0,Checkout,Blog
602,Contact,560,Social,1,Home,Home
603,Checkout,381,Referral,1,Contact,Products
604,Checkout,293,Organic,0,Blog,Contact
605,Checkout,347,Social,0,Contact,Products
606,Contact,86,Social,0,Checkout,Home
607,Blog,173,Direct,1,Products,Products
608,Blog,239,Social,0,Checkout,Blog
609,Checkout,525,Referral,1,Checkout,Contact
610,Blog,161,Organic,1,Products,Checkout
611,Products,551,Social,0,Contact,Home
612,Products,363,Organic,1,Checkout,Home
613,Checkout,160,Direct,1,Home,Contact
614,Products,379,Direct,1,Checkout,Checkout
615,Blog,572,Social,1,Products,Contact
616,Home,341,Referral,1,Blog,Blog
617,Home,560,Organic,0,Products,Checkout
618,Home,404,Direct,0,Home,Contact
619,Checkout,541,Organic,1,Products,Checkout
620,Home,365,Social,1,Contact,Home
621,Home,374,Referral,1,Checkout,Products
622,Products,528,Referral,0,Contact,Contact
623,Blog,293,Organic,0,Contact,Home
624,Blog,84,Organic,1,Checkout,Home
625,Checkout,117,Referral,1,Products,Products
626,Blog,561,Referral,0,Home,Checkout
627,Blog,567,Direct,0,Blog,Home
628,Products,507,Referral,0,Products,Products
629,Contact,19,Direct,0,Checkout,Blog
630,Home,290,Referral,1,Blog,Blog
631,Blog,551,Organic,0,Home,Blog
632,Home,10,Organic,0,Home,Contact
633,Checkout,31,Referral,1,Products,Contact
634,Home,301,Organic,0,Products,Checkout
635,Home,422,Referral,0,Blog,Checkout
636,Blog,136,Referral,1,Products,Checkout
637,Blog,76,Direct,0,Products,Home
638,Contact,60,Organic,1,Products,Checkout
639,Blog,359,Organic,1,Products,Contact
640,Home,574,Direct,0,Home,Products
641,Blog,81,Organic,0,Products,Blog
642,Home,546,Social,1,Contact,Home
643,Home,200,Organic,0,Blog,Blog
644,Home,388,Direct,1,Contact,Home
645,Products,215,Organic,0,Home,Home
646,Blog,348,Organic,1,Home,Blog
647,Home,578,Referral,0,Products,Checkout
648,Products,43,Referral,1,Home,Products
649,Blog,263,Social,0,Blog,Home
650,Home,492,Referral,1,Home,Home
651,Contact,512,Social,1,Products,Home
652,Products,386,Direct,0,Blog,Checkout
653,Home,370,Organic,1,Products,Contact
654,Checkout,80,Social,1,Home,Checkout
655,Checkout,487,Organic,0,Blog,Products
656,Home,445,Social,1,Checkout,Contact
657,Home,484,Referral,0,Home,Blog
658,Home,56,Organic,1,Products,Products
659,Checkout,312,Direct,1,Products,Home
660,Home,256,Social,1,Checkout,Home
